Data;Municipio;Gênero do Indiciado;Idade do Indiciado;Relacionamento
28/06/2023;Fortaleza;Masculino;36;NÃO INFORMADO
28/06/2023;Quixeramobim;Masculino;53;NÃO INFORMADO
28/06/2023;Quixeramobim;Feminino;34;NÃO INFORMADO
28/06/2023;Fortaleza;Masculino;47;NÃO INFORMADO
29/06/2023;Sobral;Masculino;40;CONJUGE/COMPANHEIRO
29/06/2023;Fortaleza;Feminino;45;NÃO INFORMADO
30/06/2023;Fortaleza;Feminino;34;NÃO INFORMADO
01/07/2023;Fortaleza;Masculino;39;NÃO INFORMADO
03/07/2023;Fortaleza;Masculino;35;NÃO INFORMADO
03/07/2023;Fortaleza;Masculino;29;NÃO INFORMADO
04/07/2023;Juazeiro do Norte;Masculino;69;NÃO INFORMADO
04/07/2023;Fortaleza;Masculino;25;NÃO INFORMADO
06/07/2023;Cariús;Masculino;49;NÃO INFORMADO
07/07/2023;Fortaleza;Feminino;26;NÃO INFORMADO
07/07/2023;Juazeiro do Norte;Masculino;45;NÃO INFORMADO
08/07/2023;Apuiarés;Feminino;31;NÃO INFORMADO
08/07/2023;Fortaleza;Masculino;38;NÃO INFORMADO
09/07/2023;Fortaleza;Masculino;21;NÃO INFORMADO
10/07/2023;Crato;Masculino;41;NÃO INFORMADO
10/07/2023;Fortaleza;Feminino;29;NÃO INFORMADO
12/07/2023;Fortaleza;Feminino;46;NÃO INFORMADO
14/07/2023;Ipu;Masculino;37;NÃO INFORMADO
15/07/2023;Camocim;Masculino;39;NÃO INFORMADO
15/07/2023;Crato;Masculino;32;NÃO INFORMADO
15/07/2023;Boa Viagem;Masculino;47;NÃO INFORMADO
16/07/2023;Maracanaú;Masculino;21;CONJUGE/COMPANHEIRO
16/07/2023;Aurora;Masculino;34;NÃO INFORMADO
16/07/2023;Quixeramobim;Masculino;29;NÃO INFORMADO
17/07/2023;Quixadá;Masculino;41;NÃO INFORMADO
18/07/2023;Tianguá;Masculino;43;NÃO INFORMADO
18/07/2023;Crato;Masculino;54;NÃO INFORMADO
18/07/2023;Itapipoca;Masculino;40;NÃO INFORMADO
18/07/2023;Itapipoca;Masculino;40;NÃO INFORMADO
19/07/2023;Itarema;Masculino;42;CONJUGE/COMPANHEIRO
20/07/2023;Caucaia;Masculino;31;NÃO INFORMADO
20/07/2023;Fortaleza;Masculino;44;NÃO INFORMADO
21/07/2023;Sobral;Masculino;42;NÃO INFORMADO
21/07/2023;Monsenhor Tabosa;Masculino;38;NÃO INFORMADO
22/07/2023;Jaguaribe;Masculino;73;CONJUGE/COMPANHEIRO
22/07/2023;Quixadá;Masculino;41;NÃO INFORMADO
22/07/2023;Ibiapina;Masculino;49;NÃO INFORMADO
23/07/2023;Tianguá;Masculino;39;NÃO INFORMADO
23/07/2023;Crato;Masculino;44;NÃO INFORMADO
23/07/2023;Uruburetama;Masculino;26;NÃO INFORMADO
24/07/2023;Ibiapina;Masculino;32;NÃO INFORMADO
24/07/2023;Fortaleza;Feminino;21;NÃO INFORMADO
24/07/2023;Fortaleza;Feminino;21;NÃO INFORMADO
24/07/2023;Fortaleza;Feminino;57;NÃO INFORMADO
24/07/2023;Guaraciaba do Norte;Masculino;29;NÃO INFORMADO
25/07/2023;Tianguá;Masculino;38;NÃO INFORMADO
25/07/2023;Fortaleza;Feminino;56;NÃO INFORMADO
25/07/2023;Milagres;Masculino;32;NÃO INFORMADO
26/07/2023;Cascavel;Feminino;31;NÃO INFORMADO
26/07/2023;Cascavel;Masculino;45;NÃO INFORMADO
26/07/2023;Cascavel;Feminino;31;NÃO INFORMADO
26/07/2023;Cascavel;Masculino;45;NÃO INFORMADO
26/07/2023;Tianguá;Feminino;37;NÃO INFORMADO
26/07/2023;Tianguá;Feminino;37;NÃO INFORMADO
26/07/2023;Maranguape;Masculino;20;NÃO INFORMADO
27/07/2023;Varjota;Masculino;42;NÃO INFORMADO
27/07/2023;Varjota;Masculino;42;NÃO INFORMADO
27/07/2023;Fortaleza;Masculino;43;NÃO INFORMADO
28/07/2023;Brejo Santo;Masculino;35;NÃO INFORMADO
28/07/2023;Ipu;Masculino;38;NÃO INFORMADO
28/07/2023;Ipu;Masculino;38;NÃO INFORMADO
28/07/2023;Jucás;Masculino;31;NÃO INFORMADO
29/07/2023;Fortaleza;Masculino;19;NÃO INFORMADO
30/07/2023;Brejo Santo;Masculino;28;NÃO INFORMADO
30/07/2023;Fortaleza;Feminino;36;NÃO INFORMADO
31/07/2023;Ipu;Masculino;30;NÃO INFORMADO
01/08/2023;Solonópole;Feminino;40;NÃO INFORMADO
01/08/2023;Solonópole;Feminino;51;NÃO INFORMADO
01/08/2023;Crato;Masculino;28;NÃO INFORMADO
02/08/2023;Crato;Masculino;26;NÃO INFORMADO
04/08/2023;Novo Oriente;Masculino;58;NÃO INFORMADO
04/08/2023;Crato;Masculino;42;NÃO INFORMADO
04/08/2023;Fortaleza;Masculino;34;NÃO INFORMADO
04/08/2023;Frecheirinha;Masculino;44;NÃO INFORMADO
04/08/2023;Frecheirinha;Masculino;44;NÃO INFORMADO
04/08/2023;Frecheirinha;Feminino;34;NÃO INFORMADO
04/08/2023;Frecheirinha;Feminino;34;NÃO INFORMADO
06/08/2023;Banabuiú;Masculino;17;NÃO INFORMADO
07/08/2023;Fortaleza;Masculino;25;NÃO INFORMADO
07/08/2023;Quixadá;Feminino;44;NÃO INFORMADO
07/08/2023;Limoeiro do Norte;Masculino;44;NÃO INFORMADO
07/08/2023;Camocim;Masculino;58;NÃO INFORMADO
09/08/2023;Fortaleza;Masculino;46;NÃO INFORMADO
10/08/2023;São Gonçalo do Amarante;Masculino;59;NÃO INFORMADO
10/08/2023;Fortaleza;Masculino;37;NÃO INFORMADO
10/08/2023;Ibiapina;Masculino;34;NÃO INFORMADO
10/08/2023;Fortaleza;Masculino;20;NÃO INFORMADO
10/08/2023;Fortaleza;Masculino;20;NÃO INFORMADO
10/08/2023;Crato;Masculino;55;NÃO INFORMADO
11/08/2023;Iguatu;Masculino;40;NÃO INFORMADO
12/08/2023;Novo Oriente;Masculino;40;NÃO INFORMADO
15/08/2023;Brejo Santo;Masculino;41;NÃO INFORMADO
16/08/2023;Iguatu;Masculino;53;NÃO INFORMADO
16/08/2023;Novo Oriente;Masculino;32;NÃO INFORMADO
16/08/2023;Juazeiro do Norte;Masculino;39;NÃO INFORMADO
18/08/2023;Fortaleza;Masculino;26;NÃO INFORMADO
18/08/2023;Frecheirinha;Masculino;Não Informada;NÃO INFORMADO
18/08/2023;Frecheirinha;Masculino;Não Informada;NÃO INFORMADO
18/08/2023;Frecheirinha;Masculino;Não Informada;NÃO INFORMADO
18/08/2023;Fortaleza;Masculino;25;NÃO INFORMADO
19/08/2023;Juazeiro do Norte;Masculino;38;CONJUGE/COMPANHEIRO
19/08/2023;Uruburetama;Masculino;48;NÃO INFORMADO
19/08/2023;Tianguá;Feminino;44;NÃO INFORMADO
19/08/2023;Tianguá;Feminino;44;NÃO INFORMADO
19/08/2023;Croatá;Masculino;34;NÃO INFORMADO
20/08/2023;Fortaleza;Masculino;13;NÃO INFORMADO
21/08/2023;Fortaleza;Masculino;31;NÃO INFORMADO
21/08/2023;São Benedito;Masculino;34;NÃO INFORMADO
21/08/2023;Quixadá;Masculino;43;NÃO INFORMADO
22/08/2023;Fortaleza;Feminino;38;NÃO INFORMADO
23/08/2023;Martinópole;Masculino;30;CONJUGE/COMPANHEIRO
23/08/2023;Parambu;Masculino;46;NÃO INFORMADO
23/08/2023;Iguatu;Masculino;39;NÃO INFORMADO
24/08/2023;Iguatu;Masculino;39;NÃO INFORMADO
25/08/2023;Cedro;Masculino;35;CONJUGE/COMPANHEIRO
25/08/2023;Tianguá;Feminino;45;NÃO INFORMADO
25/08/2023;Croatá;Masculino;28;NÃO INFORMADO
26/08/2023;Fortaleza;Masculino;34;CONJUGE/COMPANHEIRO
27/08/2023;Ipu;Masculino;35;CONJUGE/COMPANHEIRO
28/08/2023;Ipu;Masculino;33;NÃO INFORMADO
29/08/2023;Fortaleza;Masculino;37;NÃO INFORMADO
29/08/2023;Uruburetama;Masculino;33;NÃO INFORMADO
29/08/2023;Quixadá;Masculino;32;NÃO INFORMADO
31/08/2023;Tianguá;Masculino;48;NÃO INFORMADO
31/08/2023;Tianguá;Feminino;43;NÃO INFORMADO
31/08/2023;Tianguá;Feminino;43;NÃO INFORMADO
31/08/2023;Ibiapina;Feminino;50;NÃO INFORMADO
01/09/2023;Mauriti;Masculino;35;NÃO INFORMADO
02/09/2023;Ibiapina;Masculino;39;NÃO INFORMADO
02/09/2023;Jaguaruana;Masculino;40;NÃO INFORMADO
05/09/2023;Chorozinho;Masculino;37;NÃO INFORMADO
05/09/2023;Tianguá;Feminino;43;NÃO INFORMADO
05/09/2023;Tianguá;Feminino;43;NÃO INFORMADO
05/09/2023;Tianguá;Masculino;Não Informada;NÃO INFORMADO
05/09/2023;Tianguá;Masculino;Não Informada;NÃO INFORMADO
05/09/2023;Tianguá;Masculino;Não Informada;NÃO INFORMADO
05/09/2023;Tianguá;Masculino;Não Informada;NÃO INFORMADO
06/09/2023;Quixadá;Feminino;46;NÃO INFORMADO
06/09/2023;Ibiapina;Masculino;22;NÃO INFORMADO
08/09/2023;Crato;Masculino;35;NÃO INFORMADO
09/09/2023;Crato;Masculino;35;NÃO INFORMADO
09/09/2023;Fortaleza;Masculino;55;NÃO INFORMADO
10/09/2023;Forquilha;Masculino;56;NÃO INFORMADO
10/09/2023;Ibiapina;Feminino;27;NÃO INFORMADO
10/09/2023;Pentecoste;Feminino;32;NÃO INFORMADO
10/09/2023;Crato;Masculino;43;NÃO INFORMADO
10/09/2023;Ibiapina;Masculino;42;NÃO INFORMADO
11/09/2023;Fortaleza;Masculino;30;NÃO INFORMADO
11/09/2023;Fortaleza;Masculino;35;NÃO INFORMADO
11/09/2023;Novo Oriente;Masculino;26;NÃO INFORMADO
14/09/2023;Ipu;Feminino;41;NÃO INFORMADO
15/09/2023;Juazeiro do Norte;Masculino;63;NÃO INFORMADO
16/09/2023;Novo Oriente;Masculino;26;NÃO INFORMADO
17/09/2023;Fortaleza;Masculino;37;NÃO INFORMADO
17/09/2023;Fortaleza;Masculino;44;NÃO INFORMADO
18/09/2023;Jaguaribe;Masculino;23;NÃO INFORMADO
18/09/2023;Fortaleza;Feminino;38;NÃO INFORMADO
19/09/2023;Juazeiro do Norte;Masculino;50;OUTROS
19/09/2023;Maracanaú;Masculino;40;NÃO INFORMADO
20/09/2023;Maracanaú;Feminino;47;NÃO INFORMADO
20/09/2023;Várzea Alegre;Masculino;33;NÃO INFORMADO
21/09/2023;Uruoca;Masculino;53;CONJUGE/COMPANHEIRO
21/09/2023;Irauçuba;Masculino;48;NÃO INFORMADO
22/09/2023;Pindoretama;Masculino;40;NÃO INFORMADO
22/09/2023;Novo Oriente;Masculino;50;NÃO INFORMADO
22/09/2023;Novo Oriente;Masculino;50;NÃO INFORMADO
22/09/2023;Fortaleza;Masculino;36;NÃO INFORMADO
23/09/2023;Juazeiro do Norte;Masculino;43;CONJUGE/COMPANHEIRO
23/09/2023;Fortaleza;Masculino;56;NÃO INFORMADO
23/09/2023;Pacajus;Masculino;41;NÃO INFORMADO
24/09/2023;Assaré;Feminino;25;NÃO INFORMADO
24/09/2023;Assaré;Feminino;25;NÃO INFORMADO
24/09/2023;Fortaleza;Masculino;42;NÃO INFORMADO
25/09/2023;Horizonte;Masculino;48;NÃO INFORMADO
26/09/2023;Fortaleza;Masculino;17;NÃO INFORMADO
26/09/2023;Fortaleza;Masculino;17;NÃO INFORMADO
26/09/2023;São Benedito;Masculino;34;NÃO INFORMADO
30/09/2023;Jaguaretama;Masculino;34;CONJUGE/COMPANHEIRO
30/09/2023;Crato;Masculino;45;NÃO INFORMADO
30/09/2023;Nova Russas;Masculino;31;NÃO INFORMADO
30/09/2023;Canindé;Feminino;23;NÃO INFORMADO
01/10/2023;Jaguaribe;Feminino;32;NÃO INFORMADO
01/10/2023;Tianguá;Masculino;48;NÃO INFORMADO
02/10/2023;Iguatu;Masculino;35;CONJUGE/COMPANHEIRO
02/10/2023;Tabuleiro do Norte;Masculino;26;NÃO INFORMADO
02/10/2023;Ibiapina;Masculino;47;NÃO INFORMADO
04/10/2023;Novo Oriente;Masculino;30;CONJUGE/COMPANHEIRO
04/10/2023;Quixadá;Masculino;29;NÃO INFORMADO
06/10/2023;Mucambo;Masculino;31;NÃO INFORMADO
06/10/2023;Assaré;Masculino;58;NÃO INFORMADO
07/10/2023;Araripe;Masculino;37;PADRASTO
07/10/2023;Araripe;Masculino;37;CONJUGE/COMPANHEIRO
07/10/2023;Ibicuitinga;Masculino;45;NÃO INFORMADO
07/10/2023;Crateús;Masculino;34;NÃO INFORMADO
08/10/2023;Monsenhor Tabosa;Masculino;43;NÃO INFORMADO
08/10/2023;Monsenhor Tabosa;Masculino;43;NÃO INFORMADO
09/10/2023;Crato;Masculino;44;NÃO INFORMADO
09/10/2023;Ibiapina;Feminino;32;NÃO INFORMADO
09/10/2023;Uruburetama;Masculino;52;NÃO INFORMADO
10/10/2023;Maracanaú;Masculino;43;NÃO INFORMADO
11/10/2023;Ipu;Masculino;20;NÃO INFORMADO
12/10/2023;Fortaleza;Masculino;41;NÃO INFORMADO
13/10/2023;Crateús;Masculino;41;NÃO INFORMADO
13/10/2023;Crateús;Masculino;41;NÃO INFORMADO
15/10/2023;Juazeiro do Norte;Masculino;60;NÃO INFORMADO
15/10/2023;Fortaleza;Masculino;24;NÃO INFORMADO
15/10/2023;Viçosa do Ceará;Masculino;56;NÃO INFORMADO
15/10/2023;Quixadá;Masculino;27;NÃO INFORMADO
16/10/2023;Fortaleza;Masculino;25;NÃO INFORMADO
16/10/2023;Tianguá;Masculino;47;NÃO INFORMADO
17/10/2023;Fortaleza;Masculino;31;NÃO INFORMADO
17/10/2023;Fortaleza;Masculino;31;NÃO INFORMADO
18/10/2023;Ibiapina;Masculino;34;NÃO INFORMADO
18/10/2023;Fortaleza;Masculino;35;NÃO INFORMADO
18/10/2023;Fortaleza;Masculino;35;NÃO INFORMADO
18/10/2023;Quixadá;Masculino;22;NÃO INFORMADO
20/10/2023;Mombaça;Masculino;36;NÃO INFORMADO
20/10/2023;Mombaça;Feminino;40;NÃO INFORMADO
21/10/2023;Caucaia;Masculino;41;NÃO INFORMADO
22/10/2023;Tianguá;Masculino;54;NÃO INFORMADO
23/10/2023;Fortaleza;Masculino;47;NÃO INFORMADO
23/10/2023;Croatá;Masculino;54;NÃO INFORMADO
26/10/2023;Cascavel;Masculino;42;NÃO INFORMADO
27/10/2023;Pacajus;Masculino;39;NÃO INFORMADO
27/10/2023;Fortaleza;Masculino;47;NÃO INFORMADO
29/10/2023;Tianguá;Masculino;65;NÃO INFORMADO
30/10/2023;Uruoca;Masculino;44;CONJUGE/COMPANHEIRO
30/10/2023;Fortaleza;Masculino;34;NÃO INFORMADO
30/10/2023;Tianguá;Masculino;35;NÃO INFORMADO
30/10/2023;Tianguá;Masculino;52;NÃO INFORMADO
30/10/2023;Tianguá;Masculino;37;NÃO INFORMADO
30/10/2023;Tianguá;Masculino;34;NÃO INFORMADO
01/11/2023;Viçosa do Ceará;Masculino;40;NÃO INFORMADO
03/11/2023;Maracanaú;Masculino;20;NÃO INFORMADO
04/11/2023;Fortim;Masculino;28;CONJUGE/COMPANHEIRO
04/11/2023;Fortim;Masculino;32;NÃO INFORMADO
04/11/2023;Forquilha;Masculino;19;NÃO INFORMADO
04/11/2023;Jaguaruana;Masculino;33;NÃO INFORMADO
04/11/2023;São Gonçalo do Amarante;Masculino;33;NÃO INFORMADO
05/11/2023;Iguatu;Masculino;23;NAMORADO(A)
09/11/2023;Fortaleza;Masculino;27;NAMORADO(A)
09/11/2023;Canindé;Masculino;23;NAMORADO(A)
09/11/2023;Novo Oriente;Masculino;32;CONJUGE/COMPANHEIRO
09/11/2023;São Gonçalo do Amarante;Masculino;25;NÃO INFORMADO
09/11/2023;São Gonçalo do Amarante;Masculino;25;NÃO INFORMADO
09/11/2023;Crateús;Masculino;40;NÃO INFORMADO
10/11/2023;Fortaleza;Masculino;45;NÃO INFORMADO
11/11/2023;Novo Oriente;Masculino;42;NÃO INFORMADO
14/11/2023;Juazeiro do Norte;Masculino;32;NÃO INFORMADO
15/11/2023;Ibiapina;Masculino;37;FILHO(A)
15/11/2023;Independência;Masculino;54;CONJUGE/COMPANHEIRO
16/11/2023;Iguatu;Masculino;64;NÃO INFORMADO
16/11/2023;Viçosa do Ceará;Masculino;55;NÃO INFORMADO
17/11/2023;Fortaleza;Masculino;40;NÃO INFORMADO
17/11/2023;Guaraciaba do Norte;Masculino;37;NÃO INFORMADO
17/11/2023;Fortaleza;Masculino;38;NÃO INFORMADO
18/11/2023;Jaguaretama;Masculino;33;NÃO INFORMADO
20/11/2023;Fortaleza;Masculino;29;NÃO INFORMADO
20/11/2023;Uruburetama;Masculino;38;NÃO INFORMADO
21/11/2023;Fortaleza;Masculino;25;NÃO INFORMADO
21/11/2023;Maracanaú;Feminino;43;NÃO INFORMADO
22/11/2023;Fortaleza;Feminino;38;NÃO INFORMADO
22/11/2023;Crato;Masculino;41;NÃO INFORMADO
22/11/2023;Juazeiro do Norte;Masculino;43;NÃO INFORMADO
22/11/2023;Sobral;Masculino;35;NÃO INFORMADO
23/11/2023;Crato;Masculino;30;NÃO INFORMADO
24/11/2023;Fortaleza;Masculino;33;CONJUGE/COMPANHEIRO
24/11/2023;Fortaleza;Feminino;35;NÃO INFORMADO
24/11/2023;Fortaleza;Feminino;35;NÃO INFORMADO
25/11/2023;Pacujá;Masculino;35;NÃO INFORMADO
27/11/2023;Novo Oriente;Masculino;40;NÃO INFORMADO
27/11/2023;Iguatu;Masculino;38;NÃO INFORMADO
28/11/2023;Fortaleza;Masculino;22;NÃO INFORMADO
28/11/2023;Aracoiaba;Masculino;46;NÃO INFORMADO
29/11/2023;Jucás;Feminino;42;NÃO INFORMADO
29/11/2023;Jucás;Feminino;42;NÃO INFORMADO
29/11/2023;Fortaleza;Masculino;58;NÃO INFORMADO
29/11/2023;Fortaleza;Masculino;58;NÃO INFORMADO
29/11/2023;Fortaleza;Masculino;58;NÃO INFORMADO
29/11/2023;Fortaleza;Masculino;58;NÃO INFORMADO
29/11/2023;Tabuleiro do Norte;Feminino;35;NÃO INFORMADO
30/11/2023;Maracanaú;Masculino;23;NÃO INFORMADO
01/12/2023;Horizonte;Masculino;34;NÃO INFORMADO
01/12/2023;Maranguape;Feminino;26;NÃO INFORMADO
02/12/2023;Caucaia;Masculino;36;NÃO INFORMADO
02/12/2023;Crateús;Masculino;36;NÃO INFORMADO
02/12/2023;Fortaleza;Masculino;27;NÃO INFORMADO
05/12/2023;Iguatu;Masculino;39;NÃO INFORMADO
06/12/2023;Crato;Masculino;37;NÃO INFORMADO
06/12/2023;Tianguá;Masculino;22;NÃO INFORMADO
06/12/2023;Tianguá;Masculino;22;NÃO INFORMADO
06/12/2023;Quixadá;Masculino;30;NÃO INFORMADO
07/12/2023;Fortaleza;Masculino;26;NÃO INFORMADO
09/12/2023;Novo Oriente;Masculino;34;NÃO INFORMADO
10/12/2023;Tianguá;Masculino;34;NÃO INFORMADO
10/12/2023;Caucaia;Masculino;65;NÃO INFORMADO
10/12/2023;Icapuí;Masculino;67;NÃO INFORMADO
11/12/2023;Fortaleza;Masculino;45;NÃO INFORMADO
12/12/2023;Quixadá;Masculino;43;NÃO INFORMADO
12/12/2023;Fortaleza;Masculino;30;NÃO INFORMADO
12/12/2023;Quixadá;Masculino;20;NÃO INFORMADO
14/12/2023;Ibiapina;Masculino;65;NÃO INFORMADO
15/12/2023;Maranguape;Masculino;38;NÃO INFORMADO
16/12/2023;São João do Jaguaribe;Masculino;53;NÃO INFORMADO
18/12/2023;Fortaleza;Masculino;57;NÃO INFORMADO
18/12/2023;Crateús;Feminino;27;NÃO INFORMADO
18/12/2023;Tianguá;Masculino;41;NÃO INFORMADO
18/12/2023;Várzea Alegre;Masculino;41;NÃO INFORMADO
19/12/2023;Fortaleza;Masculino;45;NÃO INFORMADO
19/12/2023;Fortaleza;Masculino;40;NÃO INFORMADO
21/12/2023;Fortaleza;Masculino;43;NÃO INFORMADO
21/12/2023;Farias Brito;Feminino;27;NÃO INFORMADO
23/12/2023;Fortaleza;Masculino;48;NÃO INFORMADO
23/12/2023;Fortaleza;Masculino;48;NÃO INFORMADO
25/12/2023;Cascavel;Masculino;53;NAMORADO(A)
25/12/2023;Jucás;Masculino;41;NÃO INFORMADO
26/12/2023;Cedro;Masculino;76;NÃO INFORMADO
26/12/2023;Fortaleza;Masculino;34;NÃO INFORMADO
26/12/2023;Tianguá;Masculino;31;NÃO INFORMADO
27/12/2023;Novo Oriente;Masculino;44;CONJUGE/COMPANHEIRO
28/12/2023;Mauriti;Masculino;34;CONJUGE/COMPANHEIRO
28/12/2023;Granja;Masculino;29;NÃO INFORMADO
29/12/2023;Ipu;Masculino;23;NÃO INFORMADO
29/12/2023;Horizonte;Masculino;29;NÃO INFORMADO
29/12/2023;São Benedito;Masculino;35;NÃO INFORMADO
30/12/2023;Crato;Masculino;60;CONJUGE/COMPANHEIRO
30/12/2023;Fortaleza;Masculino;22;NÃO INFORMADO
31/12/2023;Fortaleza;Feminino;44;NÃO INFORMADO
01/01/2024;Cariré;Masculino;40;NÃO INFORMADO
01/01/2024;Aquiraz;Masculino;36;NÃO INFORMADO
01/01/2024;Várzea Alegre;Masculino;71;NÃO INFORMADO
02/01/2024;Uruburetama;Masculino;42;NÃO INFORMADO
02/01/2024;Maranguape;Masculino;33;NÃO INFORMADO
04/01/2024;Itapipoca;Masculino;37;NÃO INFORMADO
04/01/2024;Iguatu;Masculino;18;NÃO INFORMADO
04/01/2024;Barbalha;Masculino;29;NÃO INFORMADO
05/01/2024;Coreaú;Masculino;38;NÃO INFORMADO
05/01/2024;Fortaleza;Feminino;58;NÃO INFORMADO
06/01/2024;Camocim;Masculino;49;CONJUGE/COMPANHEIRO
07/01/2024;Fortaleza;Masculino;42;NÃO INFORMADO
09/01/2024;Tianguá;Masculino;55;NÃO INFORMADO
10/01/2024;Tabuleiro do Norte;Masculino;37;NÃO INFORMADO
11/01/2024;Fortaleza;Masculino;23;NÃO INFORMADO
11/01/2024;Fortaleza;Masculino;21;NÃO INFORMADO
13/01/2024;Acaraú;Masculino;29;NÃO INFORMADO
13/01/2024;Viçosa do Ceará;Masculino;37;NÃO INFORMADO
14/01/2024;Juazeiro do Norte;Masculino;38;CONJUGE/COMPANHEIRO
14/01/2024;Fortaleza;Masculino;29;NÃO INFORMADO
14/01/2024;Fortaleza;Masculino;29;NÃO INFORMADO
15/01/2024;Itapipoca;Masculino;19;NÃO INFORMADO
15/01/2024;Fortaleza;Masculino;37;NÃO INFORMADO
15/01/2024;Banabuiú;Masculino;19;NÃO INFORMADO
17/01/2024;Moraújo;Masculino;25;NÃO INFORMADO
17/01/2024;Moraújo;Masculino;25;NÃO INFORMADO
17/01/2024;Moraújo;Masculino;25;NÃO INFORMADO
17/01/2024;Moraújo;Masculino;25;NÃO INFORMADO
18/01/2024;Fortaleza;Masculino;47;NÃO INFORMADO
19/01/2024;Barbalha;Masculino;40;NÃO INFORMADO
20/01/2024;Russas;Masculino;35;NÃO INFORMADO
20/01/2024;Caucaia;Masculino;40;NÃO INFORMADO
20/01/2024;Caucaia;Masculino;40;NÃO INFORMADO
20/01/2024;Ipu;Masculino;46;NÃO INFORMADO
21/01/2024;Crato;Masculino;30;NÃO INFORMADO
22/01/2024;Novo Oriente;Masculino;37;NÃO INFORMADO
22/01/2024;Viçosa do Ceará;Masculino;36;NÃO INFORMADO
23/01/2024;Banabuiú;Masculino;56;CONJUGE/COMPANHEIRO
23/01/2024;Fortaleza;Feminino;25;NÃO INFORMADO
24/01/2024;Croatá;Masculino;45;NÃO INFORMADO
25/01/2024;Fortaleza;Masculino;43;CONJUGE/COMPANHEIRO
25/01/2024;Iguatu;Masculino;45;CONJUGE/COMPANHEIRO
25/01/2024;Tianguá;Masculino;35;NÃO INFORMADO
27/01/2024;Carnaubal;Masculino;33;NÃO INFORMADO
27/01/2024;Canindé;Masculino;29;NÃO INFORMADO
27/01/2024;Canindé;Masculino;29;NÃO INFORMADO
28/01/2024;Fortaleza;Masculino;30;NÃO INFORMADO
28/01/2024;Granja;Masculino;30;NÃO INFORMADO
28/01/2024;Paracuru;Masculino;34;NÃO INFORMADO
29/01/2024;Fortaleza;Masculino;39;NÃO INFORMADO
29/01/2024;Uruburetama;Masculino;23;NÃO INFORMADO
30/01/2024;Guaraciaba do Norte;Masculino;54;OUTROS
31/01/2024;Fortaleza;Masculino;35;TIO(A)
31/01/2024;Itapipoca;Masculino;29;CONJUGE/COMPANHEIRO
03/02/2024;Fortaleza;Feminino;42;NÃO INFORMADO
03/02/2024;Granja;Masculino;35;NÃO INFORMADO
03/02/2024;Granja;Masculino;35;NÃO INFORMADO
03/02/2024;Tianguá;Masculino;27;NÃO INFORMADO
04/02/2024;Guaraciaba do Norte;Masculino;52;CONJUGE/COMPANHEIRO
04/02/2024;Itapajé;Masculino;21;NÃO INFORMADO
04/02/2024;Ipu;Masculino;26;NÃO INFORMADO
04/02/2024;Croatá;Feminino;21;NÃO INFORMADO
04/02/2024;Croatá;Feminino;21;NÃO INFORMADO
04/02/2024;Martinópole;Masculino;26;NÃO INFORMADO
04/02/2024;Itapipoca;Masculino;42;NÃO INFORMADO
07/02/2024;Iguatu;Masculino;43;NÃO INFORMADO
08/02/2024;Fortaleza;Masculino;35;NÃO INFORMADO
08/02/2024;Horizonte;Masculino;34;NÃO INFORMADO
08/02/2024;Maracanaú;Masculino;34;NÃO INFORMADO
09/02/2024;Sobral;Masculino;31;NÃO INFORMADO
09/02/2024;Iguatu;Masculino;43;NÃO INFORMADO
13/02/2024;Marco;Masculino;23;NAMORADO(A)
13/02/2024;Fortaleza;Masculino;47;NÃO INFORMADO
14/02/2024;Crato;Masculino;37;NÃO INFORMADO
14/02/2024;Fortaleza;Masculino;32;NÃO INFORMADO
15/02/2024;Viçosa do Ceará;Masculino;51;NÃO INFORMADO
16/02/2024;Quixelô;Masculino;31;NÃO INFORMADO
16/02/2024;Quixelô;Masculino;31;NÃO INFORMADO
16/02/2024;Quixelô;Masculino;31;NÃO INFORMADO
17/02/2024;Fortaleza;Masculino;29;NÃO INFORMADO
17/02/2024;Camocim;Masculino;50;NÃO INFORMADO
17/02/2024;Caucaia;Masculino;64;NÃO INFORMADO
19/02/2024;Caucaia;Masculino;42;NÃO INFORMADO
19/02/2024;Caucaia;Masculino;42;NÃO INFORMADO
19/02/2024;Caucaia;Masculino;42;NÃO INFORMADO
19/02/2024;Caucaia;Masculino;42;NÃO INFORMADO
19/02/2024;Uruburetama;Masculino;28;NÃO INFORMADO
19/02/2024;Horizonte;Masculino;48;NÃO INFORMADO
19/02/2024;Itarema;Masculino;68;NÃO INFORMADO
20/02/2024;Cedro;Feminino;21;NÃO INFORMADO
20/02/2024;Cedro;Feminino;21;NÃO INFORMADO
20/02/2024;Tianguá;Masculino;29;NÃO INFORMADO
20/02/2024;Solonópole;Masculino;48;NÃO INFORMADO
20/02/2024;Sobral;Masculino;33;NÃO INFORMADO
20/02/2024;Canindé;Masculino;41;NÃO INFORMADO
21/02/2024;Mauriti;Masculino;39;CONJUGE/COMPANHEIRO
21/02/2024;Crato;Masculino;61;NÃO INFORMADO
21/02/2024;Ibiapina;Masculino;23;NÃO INFORMADO
22/02/2024;Novo Oriente;Masculino;37;CONJUGE/COMPANHEIRO
23/02/2024;Tianguá;Masculino;41;NÃO INFORMADO
23/02/2024;Sobral;Masculino;58;NÃO INFORMADO
23/02/2024;Tabuleiro do Norte;Feminino;48;NÃO INFORMADO
