AIS,DATA,HORA,MUNICÍPIO,INDICIADO GÊNERO,INDICIADO IDADE,RELACIONAMENTO
AIS 11,2019-07-31,03:00:00,Caucaia,Masculino,44,Não informado
AIS 02,2019-08-05,11:30:00,Fortaleza,Masculino,44,Não informado
AIS 23,2019-08-07,08:30:00,Trairi,Masculino,66,Não informado
AIS 02,2019-08-09,10:20:00,Fortaleza,Masculino,44,Não informado
AIS 19,2019-08-09,21:00:00,Assaré,Masculino,26,Não informado
AIS 09,2019-08-16,10:00:00,Fortaleza,Masculino,42,Não informado
AIS 21,2019-08-17,19:00:00,Acopiara,Masculino,16,Não informado
AIS 20,2019-08-19,15:00:00,Pedra Branca,Masculino,26,Não informado
AIS 11,2019-08-29,10:30:00,Caucaia,Masculino,46,Não informado
AIS 20,2019-08-30,12:30:00,Quixadá,Feminino,41,Não informado
AIS 16,2019-08-31,04:30:00,Ipueiras,Masculino,23,Não informado
AIS 14,2019-09-22,03:00:00,Sobral,Masculino,25,Não informado
AIS 22,2019-09-27,11:30:00,Parambu,Masculino,28,Não informado
AIS 03,2019-10-12,20:15:00,Fortaleza,Masculino,56,Não informado
AIS 19,2019-11-11,11:30:00,Jardim,Masculino,44,Não informado
AIS 20,2019-11-12,10:30:00,Quixadá,Masculino,30,Não informado
AIS 16,2019-11-26,17:30:00,Ipueiras,Masculino,61,Não informado
AIS 14,2019-12-13,20:30:00,Granja,Masculino,21,Não informado
AIS 12,2019-12-13,22:30:00,Maracanaú,Masculino,32,Não informado
AIS Não Identificada (Fortaleza),2019-12-19,22:30:00,Fortaleza,Masculino,27,Não informado
AIS 21,2020-01-19,14:00:00,Icó,Masculino,49,Não informado
AIS 17,2020-01-27,15:00:00,Tejuçuoca,Masculino,22,Não informado
AIS 19,2020-01-28,08:00:00,Crato,Masculino,31,Não informado
AIS 20,2020-02-23,12:00:00,Quixadá,Masculino,23,Não informado
AIS 14,2020-03-03,09:30:00,Mucambo,Masculino,29,Não informado
AIS 11,2020-03-14,10:00:00,Caucaia,Masculino,20,Não informado
AIS 16,2020-03-25,13:00:00,Poranga,Masculino,54,Não informado
AIS 25,2020-03-26,23:50:00,Pacajus,Masculino,25,Não informado
AIS 19,2020-04-11,23:40:00,Abaiara,Masculino,21,Não informado
AIS 02,2020-04-22,10:00:00,Fortaleza,Masculino,35,Não informado
AIS 16,2020-06-01,16:59:59,Ipu,Masculino,19,Não informado
AIS 24,2020-06-06,19:59:59,Maranguape,Masculino,44,Não informado
AIS 11,2020-06-25,09:00:00,Caucaia,Masculino,66,Não informado
AIS 19,2020-06-28,18:00:00,Aurora,Masculino,38,Não informado
AIS 15,2020-06-29,14:25:21,Baturité,Masculino,57,Não informado
AIS 13,2020-07-13,23:20:00,Aquiraz,Masculino,32,Não informado
AIS 06,2020-07-16,11:00:00,Fortaleza,Masculino,52,Não informado
AIS 10,2020-07-17,12:00:00,Fortaleza,Masculino,52,Não informado
AIS 19,2020-08-09,08:00:00,Barbalha,Masculino,26,Não informado
AIS 08,2020-08-18,08:00:00,Fortaleza,Masculino,49,Não informado
AIS 15,2020-08-20,22:00:00,Canindé,Masculino,34,Não informado
AIS 16,2020-08-22,09:00:00,Ararendá,Masculino,34,Não informado
AIS 19,2020-08-22,22:00:00,Brejo Santo,Masculino,20,Não informado
AIS 14,2020-08-23,22:00:00,Tianguá,Masculino,33,Não informado
AIS 21,2020-09-10,02:00:00,Lavras da Mangabeira,Masculino,35,Não informado
AIS 14,2020-09-14,05:00:00,Camocim,Masculino,27,Não informado
AIS 17,2020-09-23,14:30:00,Jijoca de Jericoacoara,Masculino,32,Não informado
AIS 16,2020-09-23,15:51:40,Ipueiras,Masculino,56,Não informado
AIS 20,2020-10-12,10:00:00,Quixeramobim,Masculino,32,Não Informado
AIS 16,2020-10-25,17:30:00,Tamboril,Masculino,18,Não Informado
AIS 17,2020-10-27,17:30:00,Itapajé,Masculino,41,Não Informado
AIS 19,2020-11-04,12:00:00,Juazeiro do Norte,Masculino,17,Não Informado
AIS 19,2020-11-04,12:00:00,Juazeiro do Norte,Masculino,17,Não Informado
AIS 19,2020-11-04,12:00:00,Juazeiro do Norte,Masculino,14,Não Informado
AIS 19,2020-11-13,11:30:00,Santana do Cariri,Masculino,20,Não Informado
AIS 22,2020-11-19,00:00:00,Tauá,Masculino,21,Não Informado
AIS 13,2020-11-23,11:30:00,Cascavel,Masculino,34,Não Informado
AIS 14,2021-01-01,01:00:00,Viçosa do Ceará,Masculino,33,Não Informado
AIS 21,2021-01-09,03:00:00,Icó,Masculino,29,Não Informado
AIS 15,2021-02-03,14:30:00,Canindé,Masculino,56,Não Informado
AIS 11,2021-03-07,10:00:00,Caucaia,Masculino,29,Não Informado
AIS 21,2021-04-21,17:30:00,Várzea Alegre,Masculino,39,Não Informado
AIS 16,2021-05-29,10:00:00,Reriutaba,Masculino,38,Não Informado
AIS 06,2021-06-12,15:00:00,Fortaleza,Masculino,17,Não Informado
AIS 19,2021-06-18,17:00:00,Barbalha,Masculino,17,Não Informado
AIS 17,2021-06-21,21:00:00,Irauçuba,Masculino,29,Não Informado
AIS 14,2021-07-04,20:30:00,Sobral,Masculino,17,Não Informado
AIS 15,2021-07-10,08:00:00,Barreira,Masculino,32,Não Informado
AIS 14,2021-07-15,06:00:00,Ubajara,Masculino,44,Não Informado
AIS 18,2021-07-20,21:00:00,Alto Santo,Masculino,53,Não Informado
AIS 14,2021-08-20,18:10:00,Guaraciaba do Norte,Masculino,25,Não Informado
AIS 18,2021-08-23,13:30:00,Limoeiro do Norte,Masculino,51,Não Informado
AIS 17,2021-09-12,07:00:00,Cruz,Masculino,25,Não Informado
AIS 16,2021-09-13,04:00:00,Ararendá,Masculino,47,Não Informado
AIS 13,2021-09-21,17:00:00,Aquiraz,Masculino,35,Não Informado
AIS 25,2021-10-10,08:00:00,Horizonte,Masculino,38,Não Informado
AIS 08,2021-10-22,19:00:00,Fortaleza,Masculino,51,Não Informado
AIS 04,2021-11-02,00:00:00,Fortaleza,Masculino,42,Não Informado
AIS 10,2021-11-10,09:00:00,Fortaleza,Masculino,46,Não Informado
AIS 07,2021-11-21,13:30:00,Fortaleza,Masculino,44,Não Informado
AIS 19,2022-01-01,09:10:00,Crato,Masculino,37,Não Informado
AIS 16,2022-01-09,01:00:00,Crateús,Feminino,35,Não Informado
AIS 16,2022-01-09,01:00:00,Crateús,Masculino,56,Não Informado
AIS 19,2022-01-16,15:00:00,Juazeiro do Norte,Masculino,41,Não Informado
AIS 21,2022-02-06,02:30:00,Icó,Masculino,38,Não Informado
AIS 13,2022-02-08,06:10:00,Cascavel,Masculino,17,Não Informado
AIS 07,2022-03-01,01:00:00,Fortaleza,Masculino,14,Não Informado
AIS 18,2022-03-15,05:30:00,Jaguaribe,Masculino,28,Desconhecido(a)
AIS 16,2022-03-15,18:00:00,Pires Ferreira,Masculino,44,Não Informado
AIS 16,2022-03-27,20:00:00,Ipu,Masculino,58,Não Informado
AIS 24,2022-07-15,10:18:00,Maranguape,Masculino,39,Não Informado
AIS 19,2022-07-16,07:40:00,Juazeiro do Norte,Masculino,35,Não Informado
AIS 14,2022-07-30,10:40:00,Croatá,Masculino,48,Não Informado
AIS 11,2022-07-31,03:44:00,Caucaia,Masculino,Não informado,Não Informado
AIS 18,2022-08-06,22:30:00,Jaguaribe,Masculino,40,Não Informado
AIS 14,2022-08-12,17:00:00,São Benedito,Masculino,17,Não Informado
AIS 23,2022-08-15,15:00:00,Paraipaba,Masculino,36,Não Informado
AIS 14,2022-09-20,14:00:00,Cariré,Masculino,21,Não Informado
AIS 23,2022-09-25,20:00:00,São Gonçalo do Amarante,Masculino,45,Não Informado
AIS 20,2022-10-13,10:00:00,Choró,Feminino,45,Padrasto
AIS 16,2022-10-22,21:30:00,Ipueiras,Masculino,18,Não Informado
AIS 14,2022-11-26,19:00:00,Camocim,Masculino,33,Não Informado
AIS 21,2022-12-15,00:30:00,Saboeiro,Masculino,35,Não Informado
AIS 15,2022-12-21,18:30:00,Aracoiaba,Masculino,40,Não Informado
AIS 14,2023-01-22,05:00:00,Tianguá,Masculino,35,Não Informado
AIS 14,2023-01-22,05:00:00,Tianguá,Masculino,45,Não Informado
AIS 16,2023-02-06,03:30:00,Varjota,Masculino,45,Não Informado
AIS 15,2023-02-06,15:00:00,Boa Viagem,Masculino,42,Não Informado
AIS 13,2023-03-03,08:30:00,Pindoretama,Masculino,35,Não Informado
AIS 07,2023-03-06,04:00:00,Fortaleza,Masculino,16,Não Informado
AIS 21,2023-03-11,15:30:00,Várzea Alegre,Feminino,17,Não Informado
AIS 11,2023-04-01,15:00:00,Caucaia,Masculino,36,Não Informado
AIS 16,2023-04-09,10:00:00,Poranga,Masculino,40,Não Informado
AIS 14,2023-04-17,02:00:00,Granja,Masculino,33,Não Informado
AIS 19,2023-04-17,08:00:00,Abaiara,Masculino,40,Não Informado
AIS 21,2023-04-23,00:30:00,Iguatu,Masculino,20,Outros
AIS 12,2023-04-23,17:00:00,Maracanaú,Masculino,39,Não Informado
AIS 11,2023-04-24,16:00:00,Caucaia,Masculino,36,Não Informado
AIS 20,2023-05-05,08:00:00,Choró,Masculino,22,Não Informado
AIS 15,2023-05-05,19:00:00,Canindé,Masculino,29,Outros
AIS 19,2023-05-20,13:20:00,Juazeiro do Norte,Masculino,71,Não Informado
AIS 17,2023-05-28,23:00:00,Cruz,Masculino,21,Não Informado
AIS 14,2023-06-07,19:20:00,Ibiapina,Masculino,23,Não Informado
AIS 13,2023-07-05,03:00:00,Cascavel,Masculino,51,Não Informado
AIS 13,2023-07-05,03:00:00,Cascavel,Masculino,73,Não Informado
AIS 13,2023-07-05,03:00:00,Cascavel,Masculino,24,Não Informado
AIS 13,2023-07-05,03:00:00,Cascavel,Masculino,26,Não Informado
AIS 20,2023-07-05,20:00:00,Quixadá,Masculino,18,Não Informado
AIS 20,2023-07-05,20:00:00,Quixadá,Masculino,30,Não Informado
AIS 16,2023-07-29,23:30:00,Crateús,Masculino,56,Não Informado
AIS 16,2023-08-01,08:00:00,Ipaporanga,Masculino,53,Não Informado
AIS 22,2023-08-03,16:00:00,Mombaça,Masculino,40,Não Informado
AIS 20,2023-08-24,06:20:00,Choró,Masculino,30,Não Informado
AIS 14,2023-08-24,21:00:00,Forquilha,Masculino,18,Não Informado
AIS 19,2023-08-28,18:00:00,Santana do Cariri,Masculino,41,Não Informado
AIS 19,2023-09-17,03:30:00,Farias Brito,Masculino,33,Não Informado
AIS 18,2023-10-14,17:00:00,Beberibe,Masculino,16,Não Informado
AIS 17,2023-11-06,19:30:00,Itapajé,Masculino,35,Não Informado
AIS 01,2023-11-08,20:00:00,Fortaleza,Masculino,50,Não Informado
AIS 14,2023-11-17,23:30:00,Camocim,Masculino,37,Não Informado
AIS 11,2023-11-23,12:30:00,Caucaia,Masculino,45,Não Informado
AIS 14,2023-11-27,04:00:00,Cariré,Masculino,26,Não Informado
AIS 22,2023-12-04,09:00:00,Mombaça,Masculino,25,Não Informado
AIS 07,2024-01-29,13:50:00,Fortaleza,Masculino,44,Não Informado
AIS 16,2024-02-25,03:00:00,Ipueiras,Masculino,36,Não Informado
AIS Não Identificada (Fortaleza),2024-03-03,11:10:00,Fortaleza,Masculino,29,Não Informado
AIS 07,2024-03-29,11:00:00,Fortaleza,Masculino,17,Não Informado
AIS 19,2024-04-13,05:00:00,Campos Sales,Masculino,25,Não Informado
AIS 09,2024-06-03,22:00:00,Fortaleza,Masculino,29,Não Informado
AIS 18,2024-06-24,01:00:00,Russas,Masculino,23,Não Informado
AIS 25,2024-06-27,06:40:00,Pacajus,Masculino,52,Não Informado
AIS 14,2024-07-19,06:50:00,Tianguá,Masculino,31,Não Informado
AIS 19,2024-07-19,04:30:15,Penaforte,Masculino,42,Desconhecido(a)
AIS 19,2024-08-03,20:30:00,Juazeiro do Norte,Masculino,41,Não Informado
AIS 13,2024-08-11,17:00:00,Aquiraz,Masculino,25,Não Informado
AIS 15,2024-08-28,20:00:00,Baturité,Masculino,42,Ascendente
AIS 21,2024-09-10,22:00:00,Tarrafas,Masculino,33,Não Informado
AIS 19,2024-09-14,15:00:00,Nova Olinda,Masculino,28,Não Informado
AIS 17,2024-09-24,21:30:00,Acaraú,Masculino,40,Não Informado
AIS 12,2024-10-09,12:00:00,Maracanaú,Masculino,32,Não Informado
AIS 19,2024-10-26,14:40:00,Mauriti,Masculino,45,Não Informado
AIS 15,2024-11-03,20:30:00,Canindé,Masculino,31,Não Informado
AIS 20,2024-11-05,09:30:00,Ibicuitinga,Masculino,42,Não informado
AIS 16,2024-11-04,15:30:00,Varjota,Masculino,52,Não informado
AIS 07,2024-09-12,16:35:00,Fortaleza,Masculino,46,Não informado
AIS 06,2024-06-21,12:10:00,Fortaleza,Masculino,61,Não informado
AIS 20,2024-05-22,15:00:00,Morada Nova,Masculino,20,Não informado
AIS 22,2024-05-17,07:40:00,Tauá,Masculino,77,Não informado
AIS 19,2024-04-29,11:20:00,Caririaçu,Masculino,51,Não informado
AIS 06,2024-02-21,14:30:00,Fortaleza,Masculino,42,Não informado
AIS 18,2023-12-31,11:30:00,Aracati,Masculino,38,Não informado
AIS 19,2023-12-01,16:30:00,Crato,Masculino,52,Não informado
AIS 06,2023-11-22,12:30:00,Fortaleza,Masculino,43,Não informado
AIS 19,2023-11-02,11:30:00,Crato,Masculino,43,Não informado
AIS 20,2023-10-29,12:00:00,Quixeramobim,Masculino,73,Não informado
AIS 06,2023-09-28,07:10:00,Fortaleza,Masculino,44,Não informado
AIS 03,2023-09-09,11:34:00,Fortaleza,Masculino,38,Não informado
AIS 01,2023-09-03,21:30:00,Fortaleza,Masculino,51,Não informado
AIS 03,2023-08-23,15:00:00,Fortaleza,Masculino,38,Não informado
AIS 14,2023-08-23,08:50:00,Sobral,Masculino,27,Não informado
AIS 06,2023-08-03,15:30:00,Fortaleza,Masculino,48,OUTROS
AIS 01,2023-07-23,19:15:00,Fortaleza,Masculino,44,OUTROS
AIS 04,2023-07-06,11:20:00,Fortaleza,Masculino,73,Não informado
AIS 15,2023-07-06,08:00:00,Itatira,Masculino,59,Não informado
AIS 16,2023-06-26,21:30:00,Ararendá,Masculino,25,Não informado
AIS 25,2023-06-01,10:50:00,Horizonte,Masculino,48,Não informado
AIS 22,2023-05-23,11:50:00,Arneiroz,Masculino,40,Não informado
AIS 25,2023-04-05,06:08:00,Horizonte,Masculino,57,Não informado
AIS 21,2023-03-25,14:00:00,Jucás,Masculino,44,Não informado
AIS Não Identificada (Fortaleza),2023-03-16,12:00:00,Fortaleza,Masculino,23,OUTROS
AIS 19,2023-03-15,23:00:00,Crato,Masculino,48,Não informado
AIS 19,2023-01-14,16:00:00,Brejo Santo,Masculino,29,Não informado
AIS 18,2023-01-01,03:40:00,Quixeré,Masculino,31,Não informado
AIS 18,2022-11-28,10:00:00,Jaguaruana,Masculino,22,Não informado
AIS 19,2022-09-30,12:00:00,Farias Brito,Masculino,40,Não informado
AIS 19,2022-09-30,12:00:00,Farias Brito,Masculino,41,Não informado
AIS 19,2022-09-30,12:00:00,Farias Brito,Masculino,20,Não informado
AIS 21,2022-09-30,16:00:00,Iguatu,Masculino,36,Não informado
AIS 21,2022-09-03,10:00:00,Icó,Masculino,34,Não informado
AIS 17,2022-08-23,09:00:00,Marco,Masculino,Não informado,Não informado
AIS 19,2022-07-16,07:30:00,Crato,Masculino,39,Não informado
AIS 10,2022-07-15,20:30:00,Fortaleza,Masculino,46,Não informado
AIS 13,2022-06-24,17:10:00,Eusébio,Masculino,41,Não informado
AIS 21,2022-06-02,10:12:00,Iguatu,Masculino,71,Não informado
AIS 19,2022-05-21,09:30:00,Crato,Masculino,44,Não informado
AIS 21,2022-05-17,11:30:00,Iguatu,Masculino,15,Não informado
AIS 08,2022-05-09,18:40:00,Fortaleza,Masculino,56,Não informado
AIS 19,2022-05-02,18:00:00,Crato,Masculino,44,Não informado
AIS 19,2022-04-22,19:00:00,Caririaçu,Masculino,47,Não informado
AIS 05,2022-03-20,08:00:00,Fortaleza,Masculino,16,Não informado
AIS 19,2022-03-02,07:30:00,Caririaçu,Masculino,15,Não informado
AIS 19,2022-03-01,20:00:00,Crato,Masculino,26,Não informado
AIS 20,2022-03-01,14:00:00,Quixeramobim,Masculino,40,Não informado
AIS 24,2022-02-28,08:00:00,Maranguape,Feminino,20,Não informado
AIS 24,2022-02-28,08:00:00,Maranguape,Masculino,67,Não informado
AIS 24,2022-02-28,08:00:00,Maranguape,Masculino,26,Não informado
AIS 24,2022-02-28,08:00:00,Maranguape,Feminino,44,Não informado
AIS 24,2022-02-28,08:00:00,Maranguape,Masculino,21,Não informado
AIS 14,2021-12-20,00:30:00,Sobral,Masculino,42,Não informado
AIS 10,2021-11-10,09:00:00,Fortaleza,Masculino,46,Não informado
AIS 09,2021-10-25,08:00:00,Fortaleza,Masculino,87,Não informado
AIS 19,2021-10-16,19:41:00,Crato,Masculino,31,Não informado
AIS 21,2021-09-28,21:30:00,Iguatu,Masculino,75,Não informado
AIS 06,2021-09-05,17:00:00,Fortaleza,Masculino,42,Não informado
AIS 14,2021-07-20,08:57:00,Sobral,Masculino,35,Não informado
AIS 19,2021-07-19,14:00:00,Crato,Masculino,63,Não informado
AIS 23,2021-07-19,09:00:00,Paracuru,Masculino,30,Não informado
AIS 21,2021-03-20,09:30:00,Iguatu,Masculino,47,Não informado
AIS 04,2021-02-28,18:30:00,Fortaleza,Masculino,32,Não informado
AIS 16,2021-02-13,11:30:00,Crateús,Masculino,38,Não informado
AIS 14,2021-01-29,11:30:00,Camocim,Masculino,28,Não informado
AIS 19,2021-01-14,09:30:00,Crato,Masculino,39,Não informado
AIS 18,2021-01-04,10:00:00,Iracema,Masculino,18,Não informado
AIS 18,2021-01-04,10:00:00,Iracema,Masculino,19,Não informado
AIS 14,2020-12-05,11:50:00,Chaval,Masculino,56,Não informado
AIS 12,2020-11-29,10:00:00,Maracanaú,Masculino,40,Não informado
AIS 25,2020-11-19,11:30:00,Horizonte,Masculino,50,Não informado
AIS 09,2020-10-23,02:00:00,Fortaleza,Masculino,22,Não informado
AIS 14,2020-09-16,18:00:00,Barroquinha,Masculino,35,Não informado
AIS 21,2020-08-16,22:00:00,Jucás,Masculino,31,Não informado
AIS 19,2020-08-14,08:30:00,Missão Velha,Masculino,51,Não informado
AIS 03,2020-08-10,18:50:00,Fortaleza,Masculino,23,Não informado
AIS 11,2020-07-10,17:00:00,Caucaia,Masculino,57,Não informado
AIS 15,2020-07-08,16:00:00,Ocara,Masculino,40,Não informado
AIS 11,2020-06-07,19:00:00,Caucaia,Masculino,38,Não informado
AIS 20,2020-05-21,16:00:00,Quixadá,Masculino,44,Não informado
AIS 11,2020-05-04,10:38:00,Caucaia,Masculino,48,Não informado
AIS 18,2020-03-18,11:00:00,Russas,Masculino,50,Não informado
AIS 19,2020-02-15,15:00:00,Mauriti,Masculino,28,Não informado
AIS 14,2020-02-04,22:00:00,Ubajara,Masculino,26,Não informado
AIS 11,2020-01-29,15:45:00,Caucaia,Masculino,68,Não informado
AIS 17,2020-01-02,18:00:00,Jijoca de Jericoacoara,Masculino,26,Não informado
AIS 11,2019-10-21,00:30:00,Caucaia,Masculino,29,Não informado
AIS 11,2019-10-17,11:42:53,Caucaia,Masculino,38,Não informado
AIS 11,2019-10-15,22:30:00,Caucaia,Masculino,47,Não informado
AIS 19,2019-10-06,03:00:00,Crato,Masculino,26,Não informado
AIS 19,2019-09-25,07:50:00,Juazeiro do Norte,Masculino,18,Não informado
AIS 21,2019-09-05,13:10:00,Iguatu,Masculino,53,Não informado
AIS 02,2019-06-29,22:00:00,Fortaleza,Masculino,26,Não informado
AIS 21,2019-06-24,10:30:00,Iguatu,Masculino,44,Não informado
AIS 18,2019-06-13,18:00:00,Pereiro,Masculino,58,Não informado
AIS 18,2019-04-27,00:00:00,Alto Santo,Masculino,39,Não informado
AIS 04,2019-03-07,14:45:00,Fortaleza,Masculino,41,OUTROS
AIS 18,2019-02-09,07:00:00,Limoeiro do Norte,Masculino,36,Não informado
AIS 21,2018-12-19,11:00:00,Cariús,Masculino,46,Não informado
AIS 05,2018-11-09,14:00:00,Fortaleza,Masculino,53,Não informado
AIS 21,2018-09-23,16:00:00,Várzea Alegre,Masculino,39,Não informado
AIS 14,2018-07-16,08:00:00,Ibiapina,Masculino,36,Não informado
AIS 14,2018-06-25,09:30:00,Ubajara,Masculino,37,Não informado
AIS 22,2018-04-05,15:25:00,Tauá,Masculino,62,Não informado
AIS 20,2017-12-13,08:00:00,Quixeramobim,Masculino,32,Não informado
AIS 11,2017-12-06,15:00:00,Caucaia,Masculino,39,Não informado
AIS 19,2017-11-13,20:30:00,Crato,Masculino,48,Não informado
AIS 09,2017-08-20,20:30:00,Fortaleza,Masculino,39,Não informado
AIS 25,2017-07-14,07:15:00,Itaitinga,Masculino,32,Não informado
AIS 17,2017-07-09,21:30:00,Acaraú,Masculino,38,Não informado
AIS 01,2017-03-07,14:00:00,Fortaleza,Masculino,67,Não informado
AIS 14,2017-01-31,23:30:00,Camocim,Masculino,24,Não informado
AIS 14,2017-01-31,23:30:00,Camocim,Masculino,24,Não informado
AIS 14,2017-01-31,23:30:00,Camocim,Masculino,24,Não informado
AIS 19,2017-01-01,12:00:00,Jardim,Masculino,51,Não informado
AIS 20,2016-11-10,22:30:00,Solonópole,Masculino,40,Não informado
AIS 17,2016-10-20,16:30:00,Tejuçuoca,Masculino,47,Não informado
AIS 07,2015-02-08,12:00:00,Fortaleza,Masculino,23,Não informado
AIS 19,2014-08-20,20:00:03,Barro,Masculino,29,Não informado
AIS 19,2014-02-02,11:26:26,Barro,Masculino,29,Não informado
AIS 14,2013-12-19,16:30:00,Sobral,Masculino,29,Não informado
AIS 08,2013-07-14,10:30:00,Fortaleza,Masculino,48,Não informado
AIS 06,2013-01-06,02:00:00,Fortaleza,Feminino,20,Não informado
AIS 09,2012-11-14,10:00:00,Fortaleza,Masculino,68,Não informado
AIS 20,2012-10-14,03:00:00,Banabuiú,Masculino,26,Não informado
AIS 22,2012-06-01,01:30:00,Quiterianópolis,Masculino,28,Não informado
AIS 15,2011-09-20,11:37:58,Aracoiaba,Masculino,40,Não informado
AIS 24,2011-02-02,09:21:17,Maranguape,Masculino,21,Não informado
AIS 13,2010-09-20,13:00:00,Eusébio,Masculino,33,Não informado
AIS 11,2010-07-13,16:30:24,Caucaia,Masculino,20,Não informado
AIS 11,2010-07-13,16:30:24,Caucaia,Masculino,22,Não informado
AIS 21,2010-06-30,19:00:00,Icó,Masculino,40,Não informado
AIS 21,2010-05-11,11:21:50,Icó,Masculino,40,Não informado
AIS 21,2010-01-16,14:00:33,Cedro,Masculino,44,Não informado
AIS 21,2009-10-31,12:00:00,Lavras da Mangabeira,Masculino,52,Não informado
AIS 18,2009-04-02,23:53:09,Aracati,Masculino,34,Não informado
AIS 21,2024-11-17,19:26:00,Várzea Alegre,Masculino,57,Não informado
AIS 09,2024-11-14,22:02:00,Fortaleza,Masculino,26,Não informado
AIS 16,2024-11-04,15:30:00,Varjota,Masculino,52,Não informado
AIS 14,2024-11-03,16:20:00,Sobral,Masculino,46,Não informado
AIS 14,2024-10-27,15:00:00,Forquilha,Masculino,30,Não informado
AIS 04,2024-10-25,17:25:00,Fortaleza,Feminino,29,Não informado
AIS 06,2024-10-24,17:40:00,Fortaleza,Masculino,66,Não informado
AIS 04,2024-10-08,17:00:00,Fortaleza,Masculino,58,Não informado
AIS 20,2024-09-30,10:00:00,Quixadá,Masculino,44,Não informado
AIS 02,2024-09-28,00:40:00,Fortaleza,Masculino,52,Não informado
AIS Não Identificada (Fortaleza),2024-09-26,09:40:00,Fortaleza,Masculino,41,Não informado
AIS 04,2024-09-22,21:40:00,Fortaleza,Masculino,52,OUTROS
AIS 07,2024-09-12,16:35:00,Fortaleza,Masculino,46,Não informado
AIS 14,2024-09-11,21:00:00,Sobral,Masculino,35,OUTROS
AIS 18,2024-09-09,08:55:00,Jaguaruana,Masculino,50,Não informado
AIS 06,2024-08-20,08:00:00,Fortaleza,Masculino,16,Não informado
AIS 16,2024-08-15,08:00:00,Ipaporanga,Masculino,30,Não informado
AIS 25,2024-08-03,16:20:00,Horizonte,Masculino,23,Não informado
AIS 21,2024-07-18,18:30:00,Cedro,Masculino,41,Não informado
AIS 12,2024-07-15,10:30:00,Maracanaú,Masculino,51,Não informado
AIS 14,2024-07-14,19:30:00,Tianguá,Masculino,41,Não informado
AIS 20,2024-07-10,08:00:00,Jaguaretama,Masculino,32,Não informado
AIS 18,2024-07-10,11:00:00,Tabuleiro do Norte,Masculino,71,Não informado
AIS 16,2024-07-08,10:00:00,Novo Oriente,Feminino,41,Não informado
AIS 16,2024-07-08,10:00:00,Novo Oriente,Masculino,46,Não informado
AIS 20,2024-07-02,11:40:00,Solonópole,Masculino,16,Não informado
AIS 20,2024-07-02,11:40:00,Solonópole,Masculino,16,Não informado
AIS 14,2024-06-26,17:30:00,Groaíras,Masculino,62,Não informado
AIS 19,2024-06-25,07:40:00,Aurora,Masculino,37,Não informado
AIS 19,2024-06-23,05:00:00,Crato,Masculino,31,Não informado
AIS 08,2024-06-22,12:30:00,Fortaleza,Masculino,35,Não informado
AIS 21,2024-06-18,10:00:00,Lavras da Mangabeira,Masculino,18,Não informado
AIS 15,2024-06-18,16:00:00,Ocara,Masculino,48,Não informado
AIS 19,2024-06-16,20:30:00,Araripe,Masculino,59,Não informado
AIS 07,2024-06-03,18:00:00,Fortaleza,Masculino,52,Não informado
AIS 19,2024-06-03,21:00:00,Milagres,Masculino,28,Não informado
AIS 03,2024-05-31,13:00:00,Fortaleza,Masculino,27,Não informado
AIS 07,2024-05-24,13:00:00,Fortaleza,Feminino,13,Não informado
AIS 21,2024-05-22,03:00:00,Icó,Masculino,42,Não informado
AIS 21,2024-05-16,18:30:00,Icó,Masculino,43,Não informado
AIS 21,2024-05-08,03:30:00,Acopiara,Masculino,66,Não informado
AIS 18,2024-05-05,07:44:00,Alto Santo,Masculino,48,Não informado
AIS 23,2024-05-05,11:00:00,Trairi,Masculino,36,Não informado
AIS 14,2024-04-10,19:00:00,Forquilha,Masculino,30,Não informado
AIS 19,2024-04-04,20:40:00,Barbalha,Masculino,24,Não informado
AIS 08,2024-03-31,21:57:00,Fortaleza,Masculino,44,Não informado
AIS 23,2024-03-30,20:05:00,Trairi,Masculino,44,Não informado
AIS Não Identificada (Fortaleza),2024-03-27,23:00:00,Fortaleza,Masculino,41,Não informado
AIS 01,2024-03-27,22:15:00,Fortaleza,Masculino,34,Não informado
AIS 21,2024-03-27,10:00:00,Jucás,Masculino,61,Não informado
AIS 21,2024-03-27,10:00:00,Jucás,Feminino,62,Não informado
AIS 21,2024-03-27,10:00:00,Jucás,Masculino,35,Não informado
AIS 20,2024-03-23,16:00:00,Milhã,Masculino,31,Não informado
AIS 21,2024-03-15,22:00:00,Iguatu,Masculino,20,PADRASTO
AIS 21,2024-03-13,09:00:00,Umari,Masculino,46,Não informado
AIS 19,2024-03-11,17:10:00,Campos Sales,Masculino,37,Não informado
AIS 19,2024-03-07,12:00:00,Crato,Masculino,49,Não informado
AIS 19,2024-03-03,20:00:00,Brejo Santo,Masculino,60,Não informado
AIS 01,2024-02-29,15:30:00,Fortaleza,Masculino,28,Não informado
AIS 14,2024-02-26,15:00:00,Guaraciaba do Norte,Masculino,38,Não informado
AIS 21,2024-02-22,18:00:00,Ipaumirim,Masculino,Não informado,Não informado
AIS 06,2024-02-21,14:30:00,Fortaleza,Masculino,42,Não informado
AIS 19,2024-02-05,19:20:00,Assaré,Masculino,60,Não informado
AIS 16,2024-02-03,23:00:00,Nova Russas,Masculino,35,Não informado
AIS 16,2024-02-03,23:00:00,Nova Russas,Masculino,38,Não informado
